legacy_ocms_code,synthetic_project_code,surviving_project_code,reviewed_by,rationale
N24001633,ocms:N24001633,618484,,ocms:N24001633 was minted by the truncated-read run of load-mospi-historical; 618484 is the MoSPI project_code that already carried legacy_ocms_code N24001633
N24001634,ocms:N24001634,618485,,ocms:N24001634 was minted by the truncated-read run of load-mospi-historical; 618485 is the MoSPI project_code that already carried legacy_ocms_code N24001634
N24001632,ocms:N24001632,618486,,ocms:N24001632 was minted by the truncated-read run of load-mospi-historical; 618486 is the MoSPI project_code that already carried legacy_ocms_code N24001632
N24001415,ocms:N24001415,618487,,ocms:N24001415 was minted by the truncated-read run of load-mospi-historical; 618487 is the MoSPI project_code that already carried legacy_ocms_code N24001415
N24001417,ocms:N24001417,618489,,ocms:N24001417 was minted by the truncated-read run of load-mospi-historical; 618489 is the MoSPI project_code that already carried legacy_ocms_code N24001417
N24001420,ocms:N24001420,618492,,ocms:N24001420 was minted by the truncated-read run of load-mospi-historical; 618492 is the MoSPI project_code that already carried legacy_ocms_code N24001420
N24002102,ocms:N24002102,618493,,ocms:N24002102 was minted by the truncated-read run of load-mospi-historical; 618493 is the MoSPI project_code that already carried legacy_ocms_code N24002102
N24001552,ocms:N24001552,618494,,ocms:N24001552 was minted by the truncated-read run of load-mospi-historical; 618494 is the MoSPI project_code that already carried legacy_ocms_code N24001552
N24002061,ocms:N24002061,618495,,ocms:N24002061 was minted by the truncated-read run of load-mospi-historical; 618495 is the MoSPI project_code that already carried legacy_ocms_code N24002061
N24001550,ocms:N24001550,618496,,ocms:N24001550 was minted by the truncated-read run of load-mospi-historical; 618496 is the MoSPI project_code that already carried legacy_ocms_code N24001550
N24002060,ocms:N24002060,618497,,ocms:N24002060 was minted by the truncated-read run of load-mospi-historical; 618497 is the MoSPI project_code that already carried legacy_ocms_code N24002060
N24001731,ocms:N24001731,618498,,ocms:N24001731 was minted by the truncated-read run of load-mospi-historical; 618498 is the MoSPI project_code that already carried legacy_ocms_code N24001731
N24001745,ocms:N24001745,618499,,ocms:N24001745 was minted by the truncated-read run of load-mospi-historical; 618499 is the MoSPI project_code that already carried legacy_ocms_code N24001745
N24001443,ocms:N24001443,618501,,ocms:N24001443 was minted by the truncated-read run of load-mospi-historical; 618501 is the MoSPI project_code that already carried legacy_ocms_code N24001443
N24001444,ocms:N24001444,618502,,ocms:N24001444 was minted by the truncated-read run of load-mospi-historical; 618502 is the MoSPI project_code that already carried legacy_ocms_code N24001444
N24001445,ocms:N24001445,618503,,ocms:N24001445 was minted by the truncated-read run of load-mospi-historical; 618503 is the MoSPI project_code that already carried legacy_ocms_code N24001445
N24001446,ocms:N24001446,618504,,ocms:N24001446 was minted by the truncated-read run of load-mospi-historical; 618504 is the MoSPI project_code that already carried legacy_ocms_code N24001446
N24002058,ocms:N24002058,618505,,ocms:N24002058 was minted by the truncated-read run of load-mospi-historical; 618505 is the MoSPI project_code that already carried legacy_ocms_code N24002058
N24001777,ocms:N24001777,618509,,ocms:N24001777 was minted by the truncated-read run of load-mospi-historical; 618509 is the MoSPI project_code that already carried legacy_ocms_code N24001777
N24001486,ocms:N24001486,618512,,ocms:N24001486 was minted by the truncated-read run of load-mospi-historical; 618512 is the MoSPI project_code that already carried legacy_ocms_code N24001486
N24001546,ocms:N24001546,618513,,ocms:N24001546 was minted by the truncated-read run of load-mospi-historical; 618513 is the MoSPI project_code that already carried legacy_ocms_code N24001546
N24001493,ocms:N24001493,618514,,ocms:N24001493 was minted by the truncated-read run of load-mospi-historical; 618514 is the MoSPI project_code that already carried legacy_ocms_code N24001493
N24001679,ocms:N24001679,618515,,ocms:N24001679 was minted by the truncated-read run of load-mospi-historical; 618515 is the MoSPI project_code that already carried legacy_ocms_code N24001679
N24001598,ocms:N24001598,618516,,ocms:N24001598 was minted by the truncated-read run of load-mospi-historical; 618516 is the MoSPI project_code that already carried legacy_ocms_code N24001598
N24001994,ocms:N24001994,618517,,ocms:N24001994 was minted by the truncated-read run of load-mospi-historical; 618517 is the MoSPI project_code that already carried legacy_ocms_code N24001994
N24001968,ocms:N24001968,618519,,ocms:N24001968 was minted by the truncated-read run of load-mospi-historical; 618519 is the MoSPI project_code that already carried legacy_ocms_code N24001968
N24001723,ocms:N24001723,618521,,ocms:N24001723 was minted by the truncated-read run of load-mospi-historical; 618521 is the MoSPI project_code that already carried legacy_ocms_code N24001723
N24000738,ocms:N24000738,618523,,ocms:N24000738 was minted by the truncated-read run of load-mospi-historical; 618523 is the MoSPI project_code that already carried legacy_ocms_code N24000738
N24000182,ocms:N24000182,618530,,ocms:N24000182 was minted by the truncated-read run of load-mospi-historical; 618530 is the MoSPI project_code that already carried legacy_ocms_code N24000182
N24001703,ocms:N24001703,618531,,ocms:N24001703 was minted by the truncated-read run of load-mospi-historical; 618531 is the MoSPI project_code that already carried legacy_ocms_code N24001703
N24001700,ocms:N24001700,618532,,ocms:N24001700 was minted by the truncated-read run of load-mospi-historical; 618532 is the MoSPI project_code that already carried legacy_ocms_code N24001700
N24000515,ocms:N24000515,618533,,ocms:N24000515 was minted by the truncated-read run of load-mospi-historical; 618533 is the MoSPI project_code that already carried legacy_ocms_code N24000515
N24001511,ocms:N24001511,618541,,ocms:N24001511 was minted by the truncated-read run of load-mospi-historical; 618541 is the MoSPI project_code that already carried legacy_ocms_code N24001511
N24001627,ocms:N24001627,618543,,ocms:N24001627 was minted by the truncated-read run of load-mospi-historical; 618543 is the MoSPI project_code that already carried legacy_ocms_code N24001627
N24001622,ocms:N24001622,618544,,ocms:N24001622 was minted by the truncated-read run of load-mospi-historical; 618544 is the MoSPI project_code that already carried legacy_ocms_code N24001622
N24001621,ocms:N24001621,618545,,ocms:N24001621 was minted by the truncated-read run of load-mospi-historical; 618545 is the MoSPI project_code that already carried legacy_ocms_code N24001621
N24002059,ocms:N24002059,618547,,ocms:N24002059 was minted by the truncated-read run of load-mospi-historical; 618547 is the MoSPI project_code that already carried legacy_ocms_code N24002059
N24001926,ocms:N24001926,618549,,ocms:N24001926 was minted by the truncated-read run of load-mospi-historical; 618549 is the MoSPI project_code that already carried legacy_ocms_code N24001926
N24001619,ocms:N24001619,618550,,ocms:N24001619 was minted by the truncated-read run of load-mospi-historical; 618550 is the MoSPI project_code that already carried legacy_ocms_code N24001619
N24001637,ocms:N24001637,618552,,ocms:N24001637 was minted by the truncated-read run of load-mospi-historical; 618552 is the MoSPI project_code that already carried legacy_ocms_code N24001637
N24001852,ocms:N24001852,618553,,ocms:N24001852 was minted by the truncated-read run of load-mospi-historical; 618553 is the MoSPI project_code that already carried legacy_ocms_code N24001852
N24001853,ocms:N24001853,618554,,ocms:N24001853 was minted by the truncated-read run of load-mospi-historical; 618554 is the MoSPI project_code that already carried legacy_ocms_code N24001853
N24000442,ocms:N24000442,618555,,ocms:N24000442 was minted by the truncated-read run of load-mospi-historical; 618555 is the MoSPI project_code that already carried legacy_ocms_code N24000442
N24002071,ocms:N24002071,618557,,ocms:N24002071 was minted by the truncated-read run of load-mospi-historical; 618557 is the MoSPI project_code that already carried legacy_ocms_code N24002071
N24001555,ocms:N24001555,618558,,ocms:N24001555 was minted by the truncated-read run of load-mospi-historical; 618558 is the MoSPI project_code that already carried legacy_ocms_code N24001555
N24001556,ocms:N24001556,618559,,ocms:N24001556 was minted by the truncated-read run of load-mospi-historical; 618559 is the MoSPI project_code that already carried legacy_ocms_code N24001556
N24002082,ocms:N24002082,618560,,ocms:N24002082 was minted by the truncated-read run of load-mospi-historical; 618560 is the MoSPI project_code that already carried legacy_ocms_code N24002082
N24001606,ocms:N24001606,618563,,ocms:N24001606 was minted by the truncated-read run of load-mospi-historical; 618563 is the MoSPI project_code that already carried legacy_ocms_code N24001606
N24002097,ocms:N24002097,618565,,ocms:N24002097 was minted by the truncated-read run of load-mospi-historical; 618565 is the MoSPI project_code that already carried legacy_ocms_code N24002097
N24002096,ocms:N24002096,618566,,ocms:N24002096 was minted by the truncated-read run of load-mospi-historical; 618566 is the MoSPI project_code that already carried legacy_ocms_code N24002096
N24001773,ocms:N24001773,618578,,ocms:N24001773 was minted by the truncated-read run of load-mospi-historical; 618578 is the MoSPI project_code that already carried legacy_ocms_code N24001773
N24001535,ocms:N24001535,618580,,ocms:N24001535 was minted by the truncated-read run of load-mospi-historical; 618580 is the MoSPI project_code that already carried legacy_ocms_code N24001535
N24001693,ocms:N24001693,618581,,ocms:N24001693 was minted by the truncated-read run of load-mospi-historical; 618581 is the MoSPI project_code that already carried legacy_ocms_code N24001693
N24001798,ocms:N24001798,618588,,ocms:N24001798 was minted by the truncated-read run of load-mospi-historical; 618588 is the MoSPI project_code that already carried legacy_ocms_code N24001798
N24002045,ocms:N24002045,618589,,ocms:N24002045 was minted by the truncated-read run of load-mospi-historical; 618589 is the MoSPI project_code that already carried legacy_ocms_code N24002045
N24002046,ocms:N24002046,618590,,ocms:N24002046 was minted by the truncated-read run of load-mospi-historical; 618590 is the MoSPI project_code that already carried legacy_ocms_code N24002046
N24001609,ocms:N24001609,618594,,ocms:N24001609 was minted by the truncated-read run of load-mospi-historical; 618594 is the MoSPI project_code that already carried legacy_ocms_code N24001609
N24001664,ocms:N24001664,618595,,ocms:N24001664 was minted by the truncated-read run of load-mospi-historical; 618595 is the MoSPI project_code that already carried legacy_ocms_code N24001664
N24001660,ocms:N24001660,618596,,ocms:N24001660 was minted by the truncated-read run of load-mospi-historical; 618596 is the MoSPI project_code that already carried legacy_ocms_code N24001660
N24001661,ocms:N24001661,618597,,ocms:N24001661 was minted by the truncated-read run of load-mospi-historical; 618597 is the MoSPI project_code that already carried legacy_ocms_code N24001661
N24001652,ocms:N24001652,618598,,ocms:N24001652 was minted by the truncated-read run of load-mospi-historical; 618598 is the MoSPI project_code that already carried legacy_ocms_code N24001652
N24001658,ocms:N24001658,618599,,ocms:N24001658 was minted by the truncated-read run of load-mospi-historical; 618599 is the MoSPI project_code that already carried legacy_ocms_code N24001658
N24001659,ocms:N24001659,618600,,ocms:N24001659 was minted by the truncated-read run of load-mospi-historical; 618600 is the MoSPI project_code that already carried legacy_ocms_code N24001659
N24001655,ocms:N24001655,618601,,ocms:N24001655 was minted by the truncated-read run of load-mospi-historical; 618601 is the MoSPI project_code that already carried legacy_ocms_code N24001655
N24001656,ocms:N24001656,618602,,ocms:N24001656 was minted by the truncated-read run of load-mospi-historical; 618602 is the MoSPI project_code that already carried legacy_ocms_code N24001656
N24001653,ocms:N24001653,618603,,ocms:N24001653 was minted by the truncated-read run of load-mospi-historical; 618603 is the MoSPI project_code that already carried legacy_ocms_code N24001653
N24001648,ocms:N24001648,618604,,ocms:N24001648 was minted by the truncated-read run of load-mospi-historical; 618604 is the MoSPI project_code that already carried legacy_ocms_code N24001648
N24001651,ocms:N24001651,618605,,ocms:N24001651 was minted by the truncated-read run of load-mospi-historical; 618605 is the MoSPI project_code that already carried legacy_ocms_code N24001651
N24001649,ocms:N24001649,618606,,ocms:N24001649 was minted by the truncated-read run of load-mospi-historical; 618606 is the MoSPI project_code that already carried legacy_ocms_code N24001649
N24001657,ocms:N24001657,618607,,ocms:N24001657 was minted by the truncated-read run of load-mospi-historical; 618607 is the MoSPI project_code that already carried legacy_ocms_code N24001657
N24002113,ocms:N24002113,618608,,ocms:N24002113 was minted by the truncated-read run of load-mospi-historical; 618608 is the MoSPI project_code that already carried legacy_ocms_code N24002113
N24002075,ocms:N24002075,618610,,ocms:N24002075 was minted by the truncated-read run of load-mospi-historical; 618610 is the MoSPI project_code that already carried legacy_ocms_code N24002075
N24001563,ocms:N24001563,618612,,ocms:N24001563 was minted by the truncated-read run of load-mospi-historical; 618612 is the MoSPI project_code that already carried legacy_ocms_code N24001563
N24001564,ocms:N24001564,618613,,ocms:N24001564 was minted by the truncated-read run of load-mospi-historical; 618613 is the MoSPI project_code that already carried legacy_ocms_code N24001564
N24001790,ocms:N24001790,618614,,ocms:N24001790 was minted by the truncated-read run of load-mospi-historical; 618614 is the MoSPI project_code that already carried legacy_ocms_code N24001790
N24001794,ocms:N24001794,618615,,ocms:N24001794 was minted by the truncated-read run of load-mospi-historical; 618615 is the MoSPI project_code that already carried legacy_ocms_code N24001794
N24001640,ocms:N24001640,618617,,ocms:N24001640 was minted by the truncated-read run of load-mospi-historical; 618617 is the MoSPI project_code that already carried legacy_ocms_code N24001640
N24002076,ocms:N24002076,618618,,ocms:N24002076 was minted by the truncated-read run of load-mospi-historical; 618618 is the MoSPI project_code that already carried legacy_ocms_code N24002076
N24002070,ocms:N24002070,618621,,ocms:N24002070 was minted by the truncated-read run of load-mospi-historical; 618621 is the MoSPI project_code that already carried legacy_ocms_code N24002070
N24001767,ocms:N24001767,618622,,ocms:N24001767 was minted by the truncated-read run of load-mospi-historical; 618622 is the MoSPI project_code that already carried legacy_ocms_code N24001767
N24001676,ocms:N24001676,618630,,ocms:N24001676 was minted by the truncated-read run of load-mospi-historical; 618630 is the MoSPI project_code that already carried legacy_ocms_code N24001676
N24001626,ocms:N24001626,618632,,ocms:N24001626 was minted by the truncated-read run of load-mospi-historical; 618632 is the MoSPI project_code that already carried legacy_ocms_code N24001626
N24001819,ocms:N24001819,618634,,ocms:N24001819 was minted by the truncated-read run of load-mospi-historical; 618634 is the MoSPI project_code that already carried legacy_ocms_code N24001819
N24001818,ocms:N24001818,618635,,ocms:N24001818 was minted by the truncated-read run of load-mospi-historical; 618635 is the MoSPI project_code that already carried legacy_ocms_code N24001818
N24001804,ocms:N24001804,618637,,ocms:N24001804 was minted by the truncated-read run of load-mospi-historical; 618637 is the MoSPI project_code that already carried legacy_ocms_code N24001804
N24001611,ocms:N24001611,618639,,ocms:N24001611 was minted by the truncated-read run of load-mospi-historical; 618639 is the MoSPI project_code that already carried legacy_ocms_code N24001611
N24001595,ocms:N24001595,618642,,ocms:N24001595 was minted by the truncated-read run of load-mospi-historical; 618642 is the MoSPI project_code that already carried legacy_ocms_code N24001595
N24001854,ocms:N24001854,618644,,ocms:N24001854 was minted by the truncated-read run of load-mospi-historical; 618644 is the MoSPI project_code that already carried legacy_ocms_code N24001854
N24002056,ocms:N24002056,618645,,ocms:N24002056 was minted by the truncated-read run of load-mospi-historical; 618645 is the MoSPI project_code that already carried legacy_ocms_code N24002056
N24002091,ocms:N24002091,618647,,ocms:N24002091 was minted by the truncated-read run of load-mospi-historical; 618647 is the MoSPI project_code that already carried legacy_ocms_code N24002091
N24001967,ocms:N24001967,618654,,ocms:N24001967 was minted by the truncated-read run of load-mospi-historical; 618654 is the MoSPI project_code that already carried legacy_ocms_code N24001967
N24002077,ocms:N24002077,618663,,ocms:N24002077 was minted by the truncated-read run of load-mospi-historical; 618663 is the MoSPI project_code that already carried legacy_ocms_code N24002077
N24001614,ocms:N24001614,618664,,ocms:N24001614 was minted by the truncated-read run of load-mospi-historical; 618664 is the MoSPI project_code that already carried legacy_ocms_code N24001614
N24001615,ocms:N24001615,618665,,ocms:N24001615 was minted by the truncated-read run of load-mospi-historical; 618665 is the MoSPI project_code that already carried legacy_ocms_code N24001615
N24001593,ocms:N24001593,618673,,ocms:N24001593 was minted by the truncated-read run of load-mospi-historical; 618673 is the MoSPI project_code that already carried legacy_ocms_code N24001593
N24001588,ocms:N24001588,618674,,ocms:N24001588 was minted by the truncated-read run of load-mospi-historical; 618674 is the MoSPI project_code that already carried legacy_ocms_code N24001588
N24002017,ocms:N24002017,618675,,ocms:N24002017 was minted by the truncated-read run of load-mospi-historical; 618675 is the MoSPI project_code that already carried legacy_ocms_code N24002017
N24001669,ocms:N24001669,618676,,ocms:N24001669 was minted by the truncated-read run of load-mospi-historical; 618676 is the MoSPI project_code that already carried legacy_ocms_code N24001669
N24001667,ocms:N24001667,618677,,ocms:N24001667 was minted by the truncated-read run of load-mospi-historical; 618677 is the MoSPI project_code that already carried legacy_ocms_code N24001667
N24001678,ocms:N24001678,618678,,ocms:N24001678 was minted by the truncated-read run of load-mospi-historical; 618678 is the MoSPI project_code that already carried legacy_ocms_code N24001678
N24001665,ocms:N24001665,618680,,ocms:N24001665 was minted by the truncated-read run of load-mospi-historical; 618680 is the MoSPI project_code that already carried legacy_ocms_code N24001665
N24001838,ocms:N24001838,618681,,ocms:N24001838 was minted by the truncated-read run of load-mospi-historical; 618681 is the MoSPI project_code that already carried legacy_ocms_code N24001838
N24002068,ocms:N24002068,618687,,ocms:N24002068 was minted by the truncated-read run of load-mospi-historical; 618687 is the MoSPI project_code that already carried legacy_ocms_code N24002068
N24000656,ocms:N24000656,618693,,ocms:N24000656 was minted by the truncated-read run of load-mospi-historical; 618693 is the MoSPI project_code that already carried legacy_ocms_code N24000656
N24001766,ocms:N24001766,618694,,ocms:N24001766 was minted by the truncated-read run of load-mospi-historical; 618694 is the MoSPI project_code that already carried legacy_ocms_code N24001766
N24001762,ocms:N24001762,618695,,ocms:N24001762 was minted by the truncated-read run of load-mospi-historical; 618695 is the MoSPI project_code that already carried legacy_ocms_code N24001762
N24002067,ocms:N24002067,618701,,ocms:N24002067 was minted by the truncated-read run of load-mospi-historical; 618701 is the MoSPI project_code that already carried legacy_ocms_code N24002067
N24001425,ocms:N24001425,618702,,ocms:N24001425 was minted by the truncated-read run of load-mospi-historical; 618702 is the MoSPI project_code that already carried legacy_ocms_code N24001425
N24002074,ocms:N24002074,618708,,ocms:N24002074 was minted by the truncated-read run of load-mospi-historical; 618708 is the MoSPI project_code that already carried legacy_ocms_code N24002074
N24001989,ocms:N24001989,618709,,ocms:N24001989 was minted by the truncated-read run of load-mospi-historical; 618709 is the MoSPI project_code that already carried legacy_ocms_code N24001989
N24001830,ocms:N24001830,618710,,ocms:N24001830 was minted by the truncated-read run of load-mospi-historical; 618710 is the MoSPI project_code that already carried legacy_ocms_code N24001830
N24001629,ocms:N24001629,618711,,ocms:N24001629 was minted by the truncated-read run of load-mospi-historical; 618711 is the MoSPI project_code that already carried legacy_ocms_code N24001629
N24001841,ocms:N24001841,618712,,ocms:N24001841 was minted by the truncated-read run of load-mospi-historical; 618712 is the MoSPI project_code that already carried legacy_ocms_code N24001841
N24001846,ocms:N24001846,618713,,ocms:N24001846 was minted by the truncated-read run of load-mospi-historical; 618713 is the MoSPI project_code that already carried legacy_ocms_code N24001846
N24001845,ocms:N24001845,618714,,ocms:N24001845 was minted by the truncated-read run of load-mospi-historical; 618714 is the MoSPI project_code that already carried legacy_ocms_code N24001845
N24001844,ocms:N24001844,618715,,ocms:N24001844 was minted by the truncated-read run of load-mospi-historical; 618715 is the MoSPI project_code that already carried legacy_ocms_code N24001844
N24001847,ocms:N24001847,618720,,ocms:N24001847 was minted by the truncated-read run of load-mospi-historical; 618720 is the MoSPI project_code that already carried legacy_ocms_code N24001847
N24002036,ocms:N24002036,618722,,ocms:N24002036 was minted by the truncated-read run of load-mospi-historical; 618722 is the MoSPI project_code that already carried legacy_ocms_code N24002036
N24002040,ocms:N24002040,618723,,ocms:N24002040 was minted by the truncated-read run of load-mospi-historical; 618723 is the MoSPI project_code that already carried legacy_ocms_code N24002040
N24001759,ocms:N24001759,618735,,ocms:N24001759 was minted by the truncated-read run of load-mospi-historical; 618735 is the MoSPI project_code that already carried legacy_ocms_code N24001759
N24002084,ocms:N24002084,618744,,ocms:N24002084 was minted by the truncated-read run of load-mospi-historical; 618744 is the MoSPI project_code that already carried legacy_ocms_code N24002084
N24002114,ocms:N24002114,618745,,ocms:N24002114 was minted by the truncated-read run of load-mospi-historical; 618745 is the MoSPI project_code that already carried legacy_ocms_code N24002114
N24001482,ocms:N24001482,618746,,ocms:N24001482 was minted by the truncated-read run of load-mospi-historical; 618746 is the MoSPI project_code that already carried legacy_ocms_code N24001482
N24001484,ocms:N24001484,618747,,ocms:N24001484 was minted by the truncated-read run of load-mospi-historical; 618747 is the MoSPI project_code that already carried legacy_ocms_code N24001484
N24001477,ocms:N24001477,618749,,ocms:N24001477 was minted by the truncated-read run of load-mospi-historical; 618749 is the MoSPI project_code that already carried legacy_ocms_code N24001477
N24001921,ocms:N24001921,618751,,ocms:N24001921 was minted by the truncated-read run of load-mospi-historical; 618751 is the MoSPI project_code that already carried legacy_ocms_code N24001921
N24001605,ocms:N24001605,618756,,ocms:N24001605 was minted by the truncated-read run of load-mospi-historical; 618756 is the MoSPI project_code that already carried legacy_ocms_code N24001605
N24001638,ocms:N24001638,618760,,ocms:N24001638 was minted by the truncated-read run of load-mospi-historical; 618760 is the MoSPI project_code that already carried legacy_ocms_code N24001638
N24001754,ocms:N24001754,618761,,ocms:N24001754 was minted by the truncated-read run of load-mospi-historical; 618761 is the MoSPI project_code that already carried legacy_ocms_code N24001754
N24001639,ocms:N24001639,618764,,ocms:N24001639 was minted by the truncated-read run of load-mospi-historical; 618764 is the MoSPI project_code that already carried legacy_ocms_code N24001639
N24002083,ocms:N24002083,618765,,ocms:N24002083 was minted by the truncated-read run of load-mospi-historical; 618765 is the MoSPI project_code that already carried legacy_ocms_code N24002083
N24001729,ocms:N24001729,618770,,ocms:N24001729 was minted by the truncated-read run of load-mospi-historical; 618770 is the MoSPI project_code that already carried legacy_ocms_code N24001729
N24001820,ocms:N24001820,618771,,ocms:N24001820 was minted by the truncated-read run of load-mospi-historical; 618771 is the MoSPI project_code that already carried legacy_ocms_code N24001820
N24001988,ocms:N24001988,618772,,ocms:N24001988 was minted by the truncated-read run of load-mospi-historical; 618772 is the MoSPI project_code that already carried legacy_ocms_code N24001988
N24001630,ocms:N24001630,618785,,ocms:N24001630 was minted by the truncated-read run of load-mospi-historical; 618785 is the MoSPI project_code that already carried legacy_ocms_code N24001630
N24001785,ocms:N24001785,618787,,ocms:N24001785 was minted by the truncated-read run of load-mospi-historical; 618787 is the MoSPI project_code that already carried legacy_ocms_code N24001785
N24002043,ocms:N24002043,618788,,ocms:N24002043 was minted by the truncated-read run of load-mospi-historical; 618788 is the MoSPI project_code that already carried legacy_ocms_code N24002043
N24002042,ocms:N24002042,618792,,ocms:N24002042 was minted by the truncated-read run of load-mospi-historical; 618792 is the MoSPI project_code that already carried legacy_ocms_code N24002042
N24001644,ocms:N24001644,618794,,ocms:N24001644 was minted by the truncated-read run of load-mospi-historical; 618794 is the MoSPI project_code that already carried legacy_ocms_code N24001644
N24001642,ocms:N24001642,618795,,ocms:N24001642 was minted by the truncated-read run of load-mospi-historical; 618795 is the MoSPI project_code that already carried legacy_ocms_code N24001642
N24000795,ocms:N24000795,618796,,ocms:N24000795 was minted by the truncated-read run of load-mospi-historical; 618796 is the MoSPI project_code that already carried legacy_ocms_code N24000795
N24002095,ocms:N24002095,618798,,ocms:N24002095 was minted by the truncated-read run of load-mospi-historical; 618798 is the MoSPI project_code that already carried legacy_ocms_code N24002095
N24001599,ocms:N24001599,618799,,ocms:N24001599 was minted by the truncated-read run of load-mospi-historical; 618799 is the MoSPI project_code that already carried legacy_ocms_code N24001599
N24002109,ocms:N24002109,618800,,ocms:N24002109 was minted by the truncated-read run of load-mospi-historical; 618800 is the MoSPI project_code that already carried legacy_ocms_code N24002109
N24002110,ocms:N24002110,618801,,ocms:N24002110 was minted by the truncated-read run of load-mospi-historical; 618801 is the MoSPI project_code that already carried legacy_ocms_code N24002110
N24001856,ocms:N24001856,618803,,ocms:N24001856 was minted by the truncated-read run of load-mospi-historical; 618803 is the MoSPI project_code that already carried legacy_ocms_code N24001856
N24000811,ocms:N24000811,618804,,ocms:N24000811 was minted by the truncated-read run of load-mospi-historical; 618804 is the MoSPI project_code that already carried legacy_ocms_code N24000811
N24002101,ocms:N24002101,618809,,ocms:N24002101 was minted by the truncated-read run of load-mospi-historical; 618809 is the MoSPI project_code that already carried legacy_ocms_code N24002101
N24002100,ocms:N24002100,618810,,ocms:N24002100 was minted by the truncated-read run of load-mospi-historical; 618810 is the MoSPI project_code that already carried legacy_ocms_code N24002100
N24002079,ocms:N24002079,618820,,ocms:N24002079 was minted by the truncated-read run of load-mospi-historical; 618820 is the MoSPI project_code that already carried legacy_ocms_code N24002079
N24002080,ocms:N24002080,618821,,ocms:N24002080 was minted by the truncated-read run of load-mospi-historical; 618821 is the MoSPI project_code that already carried legacy_ocms_code N24002080
N24001750,ocms:N24001750,618825,,ocms:N24001750 was minted by the truncated-read run of load-mospi-historical; 618825 is the MoSPI project_code that already carried legacy_ocms_code N24001750
N24001980,ocms:N24001980,618826,,ocms:N24001980 was minted by the truncated-read run of load-mospi-historical; 618826 is the MoSPI project_code that already carried legacy_ocms_code N24001980
N24002053,ocms:N24002053,618828,,ocms:N24002053 was minted by the truncated-read run of load-mospi-historical; 618828 is the MoSPI project_code that already carried legacy_ocms_code N24002053
N24002054,ocms:N24002054,618830,,ocms:N24002054 was minted by the truncated-read run of load-mospi-historical; 618830 is the MoSPI project_code that already carried legacy_ocms_code N24002054
N24000592,ocms:N24000592,618833,,ocms:N24000592 was minted by the truncated-read run of load-mospi-historical; 618833 is the MoSPI project_code that already carried legacy_ocms_code N24000592
N24001827,ocms:N24001827,618834,,ocms:N24001827 was minted by the truncated-read run of load-mospi-historical; 618834 is the MoSPI project_code that already carried legacy_ocms_code N24001827
N24001834,ocms:N24001834,618836,,ocms:N24001834 was minted by the truncated-read run of load-mospi-historical; 618836 is the MoSPI project_code that already carried legacy_ocms_code N24001834
N24001835,ocms:N24001835,618837,,ocms:N24001835 was minted by the truncated-read run of load-mospi-historical; 618837 is the MoSPI project_code that already carried legacy_ocms_code N24001835
N24001558,ocms:N24001558,618838,,ocms:N24001558 was minted by the truncated-read run of load-mospi-historical; 618838 is the MoSPI project_code that already carried legacy_ocms_code N24001558
N24000480,ocms:N24000480,618840,,ocms:N24000480 was minted by the truncated-read run of load-mospi-historical; 618840 is the MoSPI project_code that already carried legacy_ocms_code N24000480
N24001699,ocms:N24001699,618841,,ocms:N24001699 was minted by the truncated-read run of load-mospi-historical; 618841 is the MoSPI project_code that already carried legacy_ocms_code N24001699
N24001429,ocms:N24001429,618845,,ocms:N24001429 was minted by the truncated-read run of load-mospi-historical; 618845 is the MoSPI project_code that already carried legacy_ocms_code N24001429
N24001431,ocms:N24001431,618847,,ocms:N24001431 was minted by the truncated-read run of load-mospi-historical; 618847 is the MoSPI project_code that already carried legacy_ocms_code N24001431
N24001809,ocms:N24001809,618849,,ocms:N24001809 was minted by the truncated-read run of load-mospi-historical; 618849 is the MoSPI project_code that already carried legacy_ocms_code N24001809
N24000613,ocms:N24000613,618850,,ocms:N24000613 was minted by the truncated-read run of load-mospi-historical; 618850 is the MoSPI project_code that already carried legacy_ocms_code N24000613
N24001810,ocms:N24001810,618852,,ocms:N24001810 was minted by the truncated-read run of load-mospi-historical; 618852 is the MoSPI project_code that already carried legacy_ocms_code N24001810
N24001306,ocms:N24001306,618854,,ocms:N24001306 was minted by the truncated-read run of load-mospi-historical; 618854 is the MoSPI project_code that already carried legacy_ocms_code N24001306
N24001727,ocms:N24001727,618855,,ocms:N24001727 was minted by the truncated-read run of load-mospi-historical; 618855 is the MoSPI project_code that already carried legacy_ocms_code N24001727
N24002094,ocms:N24002094,618856,,ocms:N24002094 was minted by the truncated-read run of load-mospi-historical; 618856 is the MoSPI project_code that already carried legacy_ocms_code N24002094
N24001732,ocms:N24001732,618859,,ocms:N24001732 was minted by the truncated-read run of load-mospi-historical; 618859 is the MoSPI project_code that already carried legacy_ocms_code N24001732
N24001851,ocms:N24001851,618864,,ocms:N24001851 was minted by the truncated-read run of load-mospi-historical; 618864 is the MoSPI project_code that already carried legacy_ocms_code N24001851
N24002050,ocms:N24002050,618878,,ocms:N24002050 was minted by the truncated-read run of load-mospi-historical; 618878 is the MoSPI project_code that already carried legacy_ocms_code N24002050
N24002086,ocms:N24002086,618883,,ocms:N24002086 was minted by the truncated-read run of load-mospi-historical; 618883 is the MoSPI project_code that already carried legacy_ocms_code N24002086
