pc_code,ac_code,state_ut,pc_no,pc_name,ac_no,ac_name,ac_reserved,district_order,spatial_agrees,spatial_pc
2-1,2-12,Himachal Pradesh,1,Kangra,12,Jawalamukhi,GEN,Kangra,true,Himachal Pradesh 1-Kangra
2-1,2-13,Himachal Pradesh,1,Kangra,13,Jaisinghpur,SC,Kangra,true,Himachal Pradesh 1-Kangra
2-1,2-14,Himachal Pradesh,1,Kangra,14,Sullah,GEN,Kangra,true,Himachal Pradesh 1-Kangra
2-1,2-15,Himachal Pradesh,1,Kangra,15,Nagrota,GEN,Kangra,true,Himachal Pradesh 1-Kangra
2-1,2-16,Himachal Pradesh,1,Kangra,16,Kangra,GEN,Kangra,true,Himachal Pradesh 1-Kangra
2-1,2-17,Himachal Pradesh,1,Kangra,17,Shahpur,GEN,Kangra,true,Himachal Pradesh 1-Kangra
2-1,2-18,Himachal Pradesh,1,Kangra,18,Dharamshala,GEN,Kangra,true,Himachal Pradesh 1-Kangra
2-1,2-19,Himachal Pradesh,1,Kangra,19,Palampur,GEN,Kangra,true,Himachal Pradesh 1-Kangra
2-1,2-20,Himachal Pradesh,1,Kangra,20,Baijnath,SC,Kangra,true,Himachal Pradesh 1-Kangra
2-2,2-2,Himachal Pradesh,2,Mandi,2,Bharmour,ST,Chamba,true,Himachal Pradesh 2-Mandi
2-2,2-21,Himachal Pradesh,2,Mandi,21,Lahaul & Spiti,ST,Lahaul & Spiti,true,Himachal Pradesh 2-Mandi
2-2,2-22,Himachal Pradesh,2,Mandi,22,Manali,GEN,Kullu,true,Himachal Pradesh 2-Mandi
2-2,2-23,Himachal Pradesh,2,Mandi,23,Kullu,GEN,Kullu,true,Himachal Pradesh 2-Mandi
2-2,2-24,Himachal Pradesh,2,Mandi,24,Banjar,GEN,Kullu,true,Himachal Pradesh 2-Mandi
2-2,2-25,Himachal Pradesh,2,Mandi,25,Anni,SC,Kullu,true,Himachal Pradesh 2-Mandi
2-2,2-26,Himachal Pradesh,2,Mandi,26,Karsog,SC,Mandi,true,Himachal Pradesh 2-Mandi
2-2,2-27,Himachal Pradesh,2,Mandi,27,Sundernagar,GEN,Mandi,true,Himachal Pradesh 2-Mandi
2-2,2-28,Himachal Pradesh,2,Mandi,28,Nachan,SC,Mandi,true,Himachal Pradesh 2-Mandi
2-2,2-29,Himachal Pradesh,2,Mandi,29,Seraj,GEN,Mandi,true,Himachal Pradesh 2-Mandi
2-2,2-30,Himachal Pradesh,2,Mandi,30,Darang,GEN,Mandi,true,Himachal Pradesh 2-Mandi
2-2,2-31,Himachal Pradesh,2,Mandi,31,Jogindernagar,GEN,Mandi,true,Himachal Pradesh 2-Mandi
2-2,2-33,Himachal Pradesh,2,Mandi,33,Mandi,GEN,Mandi,true,Himachal Pradesh 2-Mandi
2-2,2-34,Himachal Pradesh,2,Mandi,34,Balh,SC,Mandi,true,Himachal Pradesh 2-Mandi
2-2,2-35,Himachal Pradesh,2,Mandi,35,Sarkaghat,GEN,Mandi,true,Himachal Pradesh 2-Mandi
2-2,2-66,Himachal Pradesh,2,Mandi,66,Rampur,SC,Shimla,true,Himachal Pradesh 2-Mandi
2-2,2-68,Himachal Pradesh,2,Mandi,68,Kinnaur,ST,Kinnaur,true,Himachal Pradesh 2-Mandi
2-3,2-10,Himachal Pradesh,3,Hamirpur,10,Dehra,GEN,Kangra,true,Himachal Pradesh 3-Hamirpur
2-3,2-11,Himachal Pradesh,3,Hamirpur,11,Jaswan-Pragpur,GEN,Kangra,true,Himachal Pradesh 3-Hamirpur
2-3,2-32,Himachal Pradesh,3,Hamirpur,32,Dharampur,GEN,Mandi,true,Himachal Pradesh 3-Hamirpur
2-3,2-36,Himachal Pradesh,3,Hamirpur,36,Bhoranj,SC,Hamirpur,true,Himachal Pradesh 3-Hamirpur
2-3,2-37,Himachal Pradesh,3,Hamirpur,37,Sujanpur,GEN,Hamirpur,true,Himachal Pradesh 3-Hamirpur
2-3,2-38,Himachal Pradesh,3,Hamirpur,38,Hamirpur,GEN,Hamirpur,true,Himachal Pradesh 3-Hamirpur
2-3,2-39,Himachal Pradesh,3,Hamirpur,39,Barsar,GEN,Hamirpur,true,Himachal Pradesh 3-Hamirpur
2-3,2-40,Himachal Pradesh,3,Hamirpur,40,Nadaun,GEN,Hamirpur,true,Himachal Pradesh 3-Hamirpur
2-3,2-41,Himachal Pradesh,3,Hamirpur,41,Chintpurni,SC,Una,true,Himachal Pradesh 3-Hamirpur
2-3,2-42,Himachal Pradesh,3,Hamirpur,42,Gagret,GEN,Una,true,Himachal Pradesh 3-Hamirpur
2-3,2-43,Himachal Pradesh,3,Hamirpur,43,Haroli,GEN,Una,true,Himachal Pradesh 3-Hamirpur
2-3,2-44,Himachal Pradesh,3,Hamirpur,44,Una,GEN,Una,true,Himachal Pradesh 3-Hamirpur
2-3,2-45,Himachal Pradesh,3,Hamirpur,45,Kutlehar,GEN,Una,true,Himachal Pradesh 3-Hamirpur
2-3,2-46,Himachal Pradesh,3,Hamirpur,46,Jhanduta,SC,Bilaspur,true,Himachal Pradesh 3-Hamirpur
2-3,2-47,Himachal Pradesh,3,Hamirpur,47,Ghumarwin,GEN,Bilaspur,true,Himachal Pradesh 3-Hamirpur
2-3,2-48,Himachal Pradesh,3,Hamirpur,48,Bilaspur,GEN,Bilaspur,true,Himachal Pradesh 3-Hamirpur
2-3,2-49,Himachal Pradesh,3,Hamirpur,49,Sri Naina Deviji,GEN,Bilaspur,true,Himachal Pradesh 3-Hamirpur
2-4,2-50,Himachal Pradesh,4,Shimla,50,Arki,GEN,Solan,true,Himachal Pradesh 4-Shimla
2-4,2-51,Himachal Pradesh,4,Shimla,51,Nalagarh,GEN,Solan,true,Himachal Pradesh 4-Shimla
2-4,2-52,Himachal Pradesh,4,Shimla,52,Doon,GEN,Solan,true,Himachal Pradesh 4-Shimla
2-4,2-53,Himachal Pradesh,4,Shimla,53,Solan,SC,Solan,true,Himachal Pradesh 4-Shimla
2-4,2-54,Himachal Pradesh,4,Shimla,54,Kasauli,SC,Solan,true,Himachal Pradesh 4-Shimla
2-4,2-55,Himachal Pradesh,4,Shimla,55,Pachhad,SC,Sirmour,true,Himachal Pradesh 4-Shimla
2-4,2-56,Himachal Pradesh,4,Shimla,56,Nahan,GEN,Sirmour,true,Himachal Pradesh 4-Shimla
2-4,2-57,Himachal Pradesh,4,Shimla,57,Sri Renukaji,SC,Sirmour,,
2-4,2-58,Himachal Pradesh,4,Shimla,58,Paonta Sahib,GEN,Sirmour,true,Himachal Pradesh 4-Shimla
2-4,2-59,Himachal Pradesh,4,Shimla,59,Shillai,GEN,Sirmour,true,Himachal Pradesh 4-Shimla
2-4,2-60,Himachal Pradesh,4,Shimla,60,Chopal,GEN,Shimla,true,Himachal Pradesh 4-Shimla
2-4,2-61,Himachal Pradesh,4,Shimla,61,Theog,GEN,Shimla,true,Himachal Pradesh 4-Shimla
2-4,2-62,Himachal Pradesh,4,Shimla,62,Kasumpti,GEN,Shimla,true,Himachal Pradesh 4-Shimla
2-4,2-63,Himachal Pradesh,4,Shimla,63,Shimla,GEN,Shimla,true,Himachal Pradesh 4-Shimla
2-4,2-64,Himachal Pradesh,4,Shimla,64,Shimla Rural,GEN,Shimla,true,Himachal Pradesh 4-Shimla
2-4,2-65,Himachal Pradesh,4,Shimla,65,Jubbal-Kotkhai,GEN,Shimla,true,Himachal Pradesh 4-Shimla
2-4,2-67,Himachal Pradesh,4,Shimla,67,Rohru,SC,Shimla,true,Himachal Pradesh 4-Shimla
1-1,1-1,Jammu & Kashmir,1,Baramulla,1,Karnah,GEN,,true,Jammu & Kashmir 1-Baramulla
1-1,1-2,Jammu & Kashmir,1,Baramulla,2,Trehgam,GEN,,,
1-1,1-3,Jammu & Kashmir,1,Baramulla,3,Kupwara,GEN,,true,Jammu & Kashmir 1-Baramulla
1-1,1-4,Jammu & Kashmir,1,Baramulla,4,Lolab,GEN,,true,Jammu & Kashmir 1-Baramulla
1-1,1-5,Jammu & Kashmir,1,Baramulla,5,Handwara,GEN,,true,Jammu & Kashmir 1-Baramulla
1-1,1-6,Jammu & Kashmir,1,Baramulla,6,Langate,GEN,,true,Jammu & Kashmir 1-Baramulla
1-1,1-7,Jammu & Kashmir,1,Baramulla,7,Sopore,GEN,,true,Jammu & Kashmir 1-Baramulla
1-1,1-8,Jammu & Kashmir,1,Baramulla,8,Rafiabad,GEN,,true,Jammu & Kashmir 1-Baramulla
1-1,1-9,Jammu & Kashmir,1,Baramulla,9,Uri,GEN,,true,Jammu & Kashmir 1-Baramulla
1-1,1-10,Jammu & Kashmir,1,Baramulla,10,Baramulla,GEN,,,
1-1,1-11,Jammu & Kashmir,1,Baramulla,11,Gulmarg,GEN,,true,Jammu & Kashmir 1-Baramulla
1-1,1-12,Jammu & Kashmir,1,Baramulla,12,Wagoora-Kreeri,GEN,,,
1-1,1-13,Jammu & Kashmir,1,Baramulla,13,Pattan,GEN,,true,Jammu & Kashmir 1-Baramulla
1-1,1-14,Jammu & Kashmir,1,Baramulla,14,Sonawari,GEN,,true,Jammu & Kashmir 1-Baramulla
1-1,1-15,Jammu & Kashmir,1,Baramulla,15,Bandipora,GEN,,true,Jammu & Kashmir 1-Baramulla
1-1,1-16,Jammu & Kashmir,1,Baramulla,16,Gurez,ST,,true,Jammu & Kashmir 1-Baramulla
1-1,1-27,Jammu & Kashmir,1,Baramulla,27,Budgam,GEN,,,
1-1,1-28,Jammu & Kashmir,1,Baramulla,28,Beerwah,GEN,,true,Jammu & Kashmir 1-Baramulla
1-2,1-17,Jammu & Kashmir,2,Srinagar,17,Kangan,ST,,true,Jammu & Kashmir 2-Srinagar
1-2,1-18,Jammu & Kashmir,2,Srinagar,18,Ganderbal,GEN,,true,Jammu & Kashmir 2-Srinagar
1-2,1-19,Jammu & Kashmir,2,Srinagar,19,Hazratbal,GEN,,true,Jammu & Kashmir 2-Srinagar
1-2,1-20,Jammu & Kashmir,2,Srinagar,20,Khanyar,GEN,,,
1-2,1-21,Jammu & Kashmir,2,Srinagar,21,Habbakadal,GEN,,,
1-2,1-22,Jammu & Kashmir,2,Srinagar,22,Lal Chowk,GEN,,,
1-2,1-23,Jammu & Kashmir,2,Srinagar,23,Channapora,GEN,,,
1-2,1-24,Jammu & Kashmir,2,Srinagar,24,Zadibal,GEN,,true,Jammu & Kashmir 2-Srinagar
1-2,1-25,Jammu & Kashmir,2,Srinagar,25,Eidgah,GEN,,true,Jammu & Kashmir 2-Srinagar
1-2,1-26,Jammu & Kashmir,2,Srinagar,26,Central Shalteng,GEN,,,
1-2,1-29,Jammu & Kashmir,2,Srinagar,29,Khansahib,GEN,,,
1-2,1-30,Jammu & Kashmir,2,Srinagar,30,Chrar-i-Sharief,GEN,,,
1-2,1-31,Jammu & Kashmir,2,Srinagar,31,Chadoora,GEN,,true,Jammu & Kashmir 2-Srinagar
1-2,1-32,Jammu & Kashmir,2,Srinagar,32,Pampore,GEN,,true,Jammu & Kashmir 2-Srinagar
1-2,1-33,Jammu & Kashmir,2,Srinagar,33,Tral,GEN,,true,Jammu & Kashmir 2-Srinagar
1-2,1-34,Jammu & Kashmir,2,Srinagar,34,Pulwama,GEN,,true,Jammu & Kashmir 2-Srinagar
1-2,1-35,Jammu & Kashmir,2,Srinagar,35,Rajpora,GEN,,true,Jammu & Kashmir 2-Srinagar
1-2,1-37,Jammu & Kashmir,2,Srinagar,37,Shopian,GEN,,true,Jammu & Kashmir 2-Srinagar
1-3,1-36,Jammu & Kashmir,3,Anantnag-Rajouri,36,Zainapora,GEN,,,
1-3,1-38,Jammu & Kashmir,3,Anantnag-Rajouri,38,D.H. Pora,GEN,,,
1-3,1-39,Jammu & Kashmir,3,Anantnag-Rajouri,39,Kulgam,GEN,,true,Jammu & Kashmir 3-Anantnag-Rajouri
1-3,1-40,Jammu & Kashmir,3,Anantnag-Rajouri,40,Devsar,GEN,,true,Jammu & Kashmir 3-Anantnag-Rajouri
1-3,1-41,Jammu & Kashmir,3,Anantnag-Rajouri,41,Dooru,GEN,,,
1-3,1-42,Jammu & Kashmir,3,Anantnag-Rajouri,42,Kokernag,ST,,true,Jammu & Kashmir 3-Anantnag-Rajouri
1-3,1-43,Jammu & Kashmir,3,Anantnag-Rajouri,43,Anantnag West,GEN,,,
1-3,1-44,Jammu & Kashmir,3,Anantnag-Rajouri,44,Anantnag,GEN,,true,Jammu & Kashmir 3-Anantnag-Rajouri
1-3,1-45,Jammu & Kashmir,3,Anantnag-Rajouri,45,Srigufwara-Bijbehara,GEN,,,
1-3,1-46,Jammu & Kashmir,3,Anantnag-Rajouri,46,Shangus-Anantnag East,GEN,,,
1-3,1-47,Jammu & Kashmir,3,Anantnag-Rajouri,47,Pahalgam,GEN,,true,Jammu & Kashmir 3-Anantnag-Rajouri
1-3,1-84,Jammu & Kashmir,3,Anantnag-Rajouri,84,Nowshera,GEN,,,
1-3,1-85,Jammu & Kashmir,3,Anantnag-Rajouri,85,Rajouri,ST,,,
1-3,1-86,Jammu & Kashmir,3,Anantnag-Rajouri,86,Budhal,ST,,,
1-3,1-87,Jammu & Kashmir,3,Anantnag-Rajouri,87,Thanamandi,ST,,,
1-3,1-88,Jammu & Kashmir,3,Anantnag-Rajouri,88,Surankote,ST,,true,Jammu & Kashmir 3-Anantnag-Rajouri
1-3,1-89,Jammu & Kashmir,3,Anantnag-Rajouri,89,Poonch Haveli,GEN,,true,Jammu & Kashmir 3-Anantnag-Rajouri
1-3,1-90,Jammu & Kashmir,3,Anantnag-Rajouri,90,Mendhar,ST,,true,Jammu & Kashmir 3-Anantnag-Rajouri
1-4,1-48,Jammu & Kashmir,4,Udhampur,48,Inderwal,GEN,,true,Jammu & Kashmir 4-Udhampur
1-4,1-49,Jammu & Kashmir,4,Udhampur,49,Kishtwar,GEN,,true,Jammu & Kashmir 4-Udhampur
1-4,1-50,Jammu & Kashmir,4,Udhampur,50,Padder-Nagseni,GEN,,,
1-4,1-51,Jammu & Kashmir,4,Udhampur,51,Bhadarwah,GEN,,,
1-4,1-52,Jammu & Kashmir,4,Udhampur,52,Doda,GEN,,true,Jammu & Kashmir 4-Udhampur
1-4,1-53,Jammu & Kashmir,4,Udhampur,53,Doda West,GEN,,,
1-4,1-54,Jammu & Kashmir,4,Udhampur,54,Ramban,GEN,,true,Jammu & Kashmir 4-Udhampur
1-4,1-55,Jammu & Kashmir,4,Udhampur,55,Banihal,GEN,,true,Jammu & Kashmir 4-Udhampur
1-4,1-59,Jammu & Kashmir,4,Udhampur,59,Udhampur West,GEN,,,
1-4,1-60,Jammu & Kashmir,4,Udhampur,60,Udhampur East,GEN,,,
1-4,1-61,Jammu & Kashmir,4,Udhampur,61,Chenani,GEN,,true,Jammu & Kashmir 4-Udhampur
1-4,1-62,Jammu & Kashmir,4,Udhampur,62,Ramnagar,SC,,true,Jammu & Kashmir 4-Udhampur
1-4,1-63,Jammu & Kashmir,4,Udhampur,63,Bani,GEN,,true,Jammu & Kashmir 4-Udhampur
1-4,1-64,Jammu & Kashmir,4,Udhampur,64,Billawar,GEN,,true,Jammu & Kashmir 4-Udhampur
1-4,1-65,Jammu & Kashmir,4,Udhampur,65,Basohli,GEN,,true,Jammu & Kashmir 4-Udhampur
1-4,1-66,Jammu & Kashmir,4,Udhampur,66,Jasrota,GEN,,,
1-4,1-67,Jammu & Kashmir,4,Udhampur,67,Kathua,SC,,true,Jammu & Kashmir 4-Udhampur
1-4,1-68,Jammu & Kashmir,4,Udhampur,68,Hiranagar,GEN,,false,Jammu & Kashmir 5-Jammu
1-5,1-56,Jammu & Kashmir,5,Jammu,56,Gulabgarh,ST,,true,Jammu & Kashmir 5-Jammu
1-5,1-57,Jammu & Kashmir,5,Jammu,57,Reasi,GEN,,true,Jammu & Kashmir 5-Jammu
1-5,1-58,Jammu & Kashmir,5,Jammu,58,Shri Mata Vaishno Devi,GEN,,,
1-5,1-69,Jammu & Kashmir,5,Jammu,69,Ramgarh,SC,,,
1-5,1-70,Jammu & Kashmir,5,Jammu,70,Samba,GEN,,true,Jammu & Kashmir 5-Jammu
1-5,1-71,Jammu & Kashmir,5,Jammu,71,Vijaypur,GEN,,true,Jammu & Kashmir 5-Jammu
1-5,1-72,Jammu & Kashmir,5,Jammu,72,Bishnah,SC,,true,Jammu & Kashmir 5-Jammu
1-5,1-73,Jammu & Kashmir,5,Jammu,73,Suchetgarh,SC,,true,Jammu & Kashmir 5-Jammu
1-5,1-74,Jammu & Kashmir,5,Jammu,74,R.S.Pura-Jammu South,GEN,,,
1-5,1-75,Jammu & Kashmir,5,Jammu,75,Bahu,GEN,,,
1-5,1-76,Jammu & Kashmir,5,Jammu,76,Jammu East,GEN,,true,Jammu & Kashmir 5-Jammu
1-5,1-77,Jammu & Kashmir,5,Jammu,77,Nagrota,GEN,,true,Jammu & Kashmir 5-Jammu
1-5,1-78,Jammu & Kashmir,5,Jammu,78,Jammu West,GEN,,true,Jammu & Kashmir 5-Jammu
1-5,1-79,Jammu & Kashmir,5,Jammu,79,Jammu North,GEN,,,
1-5,1-80,Jammu & Kashmir,5,Jammu,80,Marh,SC,,true,Jammu & Kashmir 5-Jammu
1-5,1-81,Jammu & Kashmir,5,Jammu,81,Akhnoor,SC,,true,Jammu & Kashmir 5-Jammu
1-5,1-82,Jammu & Kashmir,5,Jammu,82,Chhamb,GEN,,true,Jammu & Kashmir 5-Jammu
1-5,1-83,Jammu & Kashmir,5,Jammu,83,Kalakote-Sunderbani,GEN,,,
20-1,20-1,Jharkhand,1,Rajmahal,1,Rajmahal,GEN,Sahebganj,true,Jharkhand 1-Rajmahal
20-1,20-2,Jharkhand,1,Rajmahal,2,Boiro,ST,Sahebganj,,
20-1,20-3,Jharkhand,1,Rajmahal,3,Barhait,ST,Sahebganj,true,Jharkhand 1-Rajmahal
20-1,20-4,Jharkhand,1,Rajmahal,4,Litipara,ST,Pakaur,true,Jharkhand 1-Rajmahal
20-1,20-5,Jharkhand,1,Rajmahal,5,Pakaur,GEN,Pakaur,true,Jharkhand 1-Rajmahal
20-1,20-6,Jharkhand,1,Rajmahal,6,Maheshpur,ST,Pakaur,true,Jharkhand 1-Rajmahal
20-2,20-7,Jharkhand,2,Dumka,7,Skiaripara,ST,Dumka,,
20-2,20-8,Jharkhand,2,Dumka,8,Nala,GEN,Dumka,true,Jharkhand 2-Dumka
20-2,20-9,Jharkhand,2,Dumka,9,Jamtara,GEN,Dumka,true,Jharkhand 2-Dumka
20-2,20-10,Jharkhand,2,Dumka,10,Dumka,ST,Dumka,true,Jharkhand 2-Dumka
20-2,20-11,Jharkhand,2,Dumka,11,Jama,ST,Dumka,true,Jharkhand 2-Dumka
20-2,20-14,Jharkhand,2,Dumka,14,Sarath,GEN,Deoghar,true,Jharkhand 2-Dumka
20-3,20-12,Jharkhand,3,Godda,12,Jarmundi,GEN,Dumka,true,Jharkhand 3-Godda
20-3,20-13,Jharkhand,3,Godda,13,Madhupur,GEN,Deoghar,true,Jharkhand 3-Godda
20-3,20-15,Jharkhand,3,Godda,15,Deoghar,SC,Deoghar,true,Jharkhand 3-Godda
20-3,20-16,Jharkhand,3,Godda,16,Poreyahat,GEN,Godda,true,Jharkhand 3-Godda
20-3,20-17,Jharkhand,3,Godda,17,Godda,GEN,Godda,true,Jharkhand 3-Godda
20-3,20-18,Jharkhand,3,Godda,18,Mahagama,GEN,Godda,true,Jharkhand 3-Godda
20-4,20-26,Jharkhand,4,Chatra,26,Simaria,SC,Chatra,true,Jharkhand 4-Chatra
20-4,20-27,Jharkhand,4,Chatra,27,Chatra,SC,Chatra,true,Jharkhand 4-Chatra
20-4,20-73,Jharkhand,4,Chatra,73,Manika,ST,Palamau,true,Jharkhand 4-Chatra
20-4,20-74,Jharkhand,4,Chatra,74,Latehar,SC,Palamau,true,Jharkhand 4-Chatra
20-4,20-75,Jharkhand,4,Chatra,75,Panki,GEN,Palamau,true,Jharkhand 4-Chatra
20-5,20-19,Jharkhand,5,Kodarma,19,Kodarma,GEN,Kodarma,true,Jharkhand 5-Kodarma
20-5,20-20,Jharkhand,5,Kodarma,20,Barkatha,GEN,Hazaribagh,true,Jharkhand 5-Kodarma
20-5,20-28,Jharkhand,5,Kodarma,28,Dhanwar,GEN,Giridih,true,Jharkhand 5-Kodarma
20-5,20-29,Jharkhand,5,Kodarma,29,Bagodar,GEN,Giridih,true,Jharkhand 5-Kodarma
20-5,20-30,Jharkhand,5,Kodarma,30,Jamua,SC,Giridih,true,Jharkhand 5-Kodarma
20-5,20-31,Jharkhand,5,Kodarma,31,Gandey,GEN,Giridih,true,Jharkhand 5-Kodarma
20-6,20-32,Jharkhand,6,Giridih,32,Giridih,GEN,Giridih,true,Jharkhand 6-Giridih
20-6,20-33,Jharkhand,6,Giridih,33,Dumri,GEN,Giridih,true,Jharkhand 6-Giridih
20-6,20-34,Jharkhand,6,Giridih,34,Gomia,GEN,Bokaro,true,Jharkhand 6-Giridih
20-6,20-35,Jharkhand,6,Giridih,35,Bermo,GEN,Bokaro,true,Jharkhand 6-Giridih
20-6,20-42,Jharkhand,6,Giridih,42,Tundi,GEN,Dhanbad,true,Jharkhand 6-Giridih
20-6,20-43,Jharkhand,6,Giridih,43,Baghmara,GEN,Dhanbad,true,Jharkhand 6-Giridih
20-7,20-36,Jharkhand,7,Dhanbad,36,Bokaro,GEN,Bokaro,true,Jharkhand 7-Dhanbad
20-7,20-37,Jharkhand,7,Dhanbad,37,Chandankiyari,SC,Bokaro,true,Jharkhand 7-Dhanbad
20-7,20-38,Jharkhand,7,Dhanbad,38,Sindri,GEN,Dhanbad,true,Jharkhand 7-Dhanbad
20-7,20-39,Jharkhand,7,Dhanbad,39,Nirsa,GEN,Dhanbad,true,Jharkhand 7-Dhanbad
20-7,20-40,Jharkhand,7,Dhanbad,40,Dhanbad,GEN,Dhanbad,true,Jharkhand 7-Dhanbad
20-7,20-41,Jharkhand,7,Dhanbad,41,Jharia,GEN,Dhanbad,true,Jharkhand 7-Dhanbad
20-8,20-50,Jharkhand,8,Ranchi,50,Ichagarh,GEN,(West) Singhbhum,true,Jharkhand 8-Ranchi
20-8,20-61,Jharkhand,8,Ranchi,61,Silli,GEN,Ranchi,true,Jharkhand 8-Ranchi
20-8,20-62,Jharkhand,8,Ranchi,62,Khijri,ST,Ranchi,true,Jharkhand 8-Ranchi
20-8,20-63,Jharkhand,8,Ranchi,63,Ranchi,GEN,Ranchi,true,Jharkhand 8-Ranchi
20-8,20-64,Jharkhand,8,Ranchi,64,Hatia,GEN,Ranchi,true,Jharkhand 8-Ranchi
20-8,20-65,Jharkhand,8,Ranchi,65,Kanke,SC,Ranchi,true,Jharkhand 8-Ranchi
20-9,20-44,Jharkhand,9,Jamshedpur,44,Baharagora,GEN,(East) Singhbhum,true,Jharkhand 9-Jamshedpur
20-9,20-45,Jharkhand,9,Jamshedpur,45,Ghatsila,ST,(East) Singhbhum,true,Jharkhand 9-Jamshedpur
20-9,20-46,Jharkhand,9,Jamshedpur,46,Potka,GEN,(East) Singhbhum,true,Jharkhand 9-Jamshedpur
20-9,20-47,Jharkhand,9,Jamshedpur,47,Jugsalai,SC,(East) Singhbhum,true,Jharkhand 9-Jamshedpur
20-9,20-48,Jharkhand,9,Jamshedpur,48,Jamshedpur-East,GEN,(East) Singhbhum,true,Jharkhand 9-Jamshedpur
20-9,20-49,Jharkhand,9,Jamshedpur,49,Jamshedpur-West,GEN,(East) Singhbhum,true,Jharkhand 9-Jamshedpur
20-10,20-51,Jharkhand,10,Singhbhum,51,Seraikela,ST,(West) Singhbhum,,
20-10,20-52,Jharkhand,10,Singhbhum,52,Chaibasa,ST,(West) Singhbhum,true,Jharkhand 10-Singhbhum
20-10,20-53,Jharkhand,10,Singhbhum,53,Majhgaon,ST,(West) Singhbhum,true,Jharkhand 10-Singhbhum
20-10,20-54,Jharkhand,10,Singhbhum,54,Jaganathpur,ST,(West) Singhbhum,true,Jharkhand 10-Singhbhum
20-10,20-55,Jharkhand,10,Singhbhum,55,Manoharpur,ST,(West) Singhbhum,true,Jharkhand 10-Singhbhum
20-10,20-56,Jharkhand,10,Singhbhum,56,Chakaradharpur,ST,(West) Singhbhum,,
20-11,20-57,Jharkhand,11,Khunti,57,Kharsawan,ST,(West) Singhbhum,,
20-11,20-58,Jharkhand,11,Khunti,58,Tamar,ST,Ranchi,true,Jharkhand 11-Khunti
20-11,20-59,Jharkhand,11,Khunti,59,Torpa,ST,Ranchi,true,Jharkhand 11-Khunti
20-11,20-60,Jharkhand,11,Khunti,60,Khunti,ST,Ranchi,true,Jharkhand 11-Khunti
20-11,20-70,Jharkhand,11,Khunti,70,Simdega,ST,Gumla,true,Jharkhand 11-Khunti
20-11,20-71,Jharkhand,11,Khunti,71,Kolebira,ST,Gumla,true,Jharkhand 11-Khunti
20-12,20-66,Jharkhand,12,Lohardaga,66,Mandar,ST,Ranchi,true,Jharkhand 12-Lohardaga
20-12,20-67,Jharkhand,12,Lohardaga,67,Sisai,ST,Gumla,true,Jharkhand 12-Lohardaga
20-12,20-68,Jharkhand,12,Lohardaga,68,Gumla,ST,Gumla,true,Jharkhand 12-Lohardaga
20-12,20-69,Jharkhand,12,Lohardaga,69,Bishunpur,ST,Gumla,,
20-12,20-72,Jharkhand,12,Lohardaga,72,Lohardagga,ST,Lohardaga,,
20-13,20-76,Jharkhand,13,Palamu,76,Daltonganj,GEN,Palamau,true,Jharkhand 13-Palamu
20-13,20-77,Jharkhand,13,Palamu,77,Bishrampur,GEN,Palamau,true,Jharkhand 13-Palamu
20-13,20-78,Jharkhand,13,Palamu,78,Chhatarpur,SC,Palamau,true,Jharkhand 13-Palamu
20-13,20-79,Jharkhand,13,Palamu,79,Hussainabad,GEN,Palamau,true,Jharkhand 13-Palamu
20-13,20-80,Jharkhand,13,Palamu,80,Garhwa,GEN,Garhwa,true,Jharkhand 13-Palamu
20-13,20-81,Jharkhand,13,Palamu,81,Bhawanathpur,GEN,Garhwa,true,Jharkhand 13-Palamu
20-14,20-21,Jharkhand,14,Hazaribagh,21,Barhi,GEN,Hazaribagh,true,Jharkhand 14-Hazaribagh
20-14,20-22,Jharkhand,14,Hazaribagh,22,Barkagaon,GEN,Hazaribagh,true,Jharkhand 14-Hazaribagh
20-14,20-23,Jharkhand,14,Hazaribagh,23,Ramgarh,GEN,Hazaribagh,true,Jharkhand 14-Hazaribagh
20-14,20-24,Jharkhand,14,Hazaribagh,24,Mandu,GEN,Hazaribagh,true,Jharkhand 14-Hazaribagh
20-14,20-25,Jharkhand,14,Hazaribagh,25,Hazaribagh,GEN,Hazaribagh,true,Jharkhand 14-Hazaribagh
29-1,29-1,Karnataka,1,Chikkodi,1,Nippani,GEN,Belgaum,true,Karnataka 1-Chikkodi
29-1,29-2,Karnataka,1,Chikkodi,2,Chikkodi - Sadalga,GEN,Belgaum,true,Karnataka 1-Chikkodi
29-1,29-3,Karnataka,1,Chikkodi,3,Athni,GEN,Belgaum,,
29-1,29-4,Karnataka,1,Chikkodi,4,Kagawad,GEN,Belgaum,,
29-1,29-5,Karnataka,1,Chikkodi,5,Kudachi,SC,Belgaum,true,Karnataka 1-Chikkodi
29-1,29-6,Karnataka,1,Chikkodi,6,Raybag,SC,Belgaum,true,Karnataka 1-Chikkodi
29-1,29-7,Karnataka,1,Chikkodi,7,Hukeri,GEN,Belgaum,,
29-1,29-10,Karnataka,1,Chikkodi,10,Yemkanmardi,ST,Belgaum,true,Karnataka 1-Chikkodi
29-2,29-8,Karnataka,2,Belgaum,8,Arabhavi,GEN,Belgaum,true,Karnataka 2-Belgaum
29-2,29-9,Karnataka,2,Belgaum,9,Gokak,GEN,Belgaum,true,Karnataka 2-Belgaum
